run,bioproject,gbp,library_strategy,library_selection,model,sample_name,taxon_name,experiment_accession,experiment_title,library_name,library_source,library_layout,platform,submitter,study_accession,study_alias,study_centre_project_name,organisation,organisation_department,organisation_institution,organisation_street,organisation_city,organisation_country,organisation_contact_name,organisation_contact_email,sample_description,sample_alias,sample_accession,biosample,sample_title,ena_first_public,ena_last_update,event_device,external_id,iho,insdc_center_alias,insdc_center_name,insdc_first_public,insdc_last_update,insdc_status,latitude_end,longitude_end,sampling_objective,submitter_id,broker_name,depth,env_biome,env_feature,env_material,environmental_package,event_date_time,latitude,longitude,geo_loc_name,mrgid,project_name,protocol_label,salinity_pss,sample_name_1,sample_title_1,sampling_campaign,sampling_platform,sampling_site,temperature_degC,study_title,design_description,study_abstract,study_links,number_of_runs_for_sample,spots,bases,run_size,published,read1_length_average,read1_length_stdev,read2_length_average,read2_length_stdev,size_frac_low,size_frac_up,size_frac,lat_lon,year,month,day,time,collection_date,layer,local_time,samp_size,samp_vol_we_dna_ext
ERR771045,PRJEB8682,1.761,WGS,RANDOM,Illumina MiSeq,158,marine metagenome,ERX714285,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,"Environmental and planktonic investigation of the coastal surface waters of eutrophic Izmir Bay (Aegean Sea) in the scope of Ocean Sampling Day, 21st of June 2014.",SAMEA3275484,ERS667493,SAMEA3275484,OSD168_2014-06-21_2m_NPL022,2015-03-03,2016-10-21,Nansen Bottle,SAMEA3275484,Aegean Sea,OSD_Dokuz Eylul University Institute of Marine Sciences and Technology,OSD_Dokuz Eylul University Institute of Marine Sciences and Technology,2015-03-03T17:02:18Z,2016-10-21T09:45:55Z,public,38.41333,27.03421,"Environmental and planktonic investigation of the coastal surface waters of eutrophic Izmir Bay (Aegean Sea) in the scope of Ocean Sampling Day, 21st of June 2014.",158,"Max Planck Institute for Marine Microbiology, Bremen",2,marine biome,marine habitat,surface water,water,2014-06-21T11:15:10+00,38.41333,27.03421,Aegean Sea,3315,Micro B3,NPL022,38.301,158,OSD168_2014-06-21_2m_NPL022,OSD-Jun-2014,R/V K Piri Reis deck,"OSD168,IMST_izmir",25.7352,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,3213436,1760977234,1119979268,2015-03-04 04:56:36,274,47.53,274,47.53,0.22,,0.22-NA,38.41333 27.03421,2014,06,21,11:15:10,2014-06-21,surface water,,,
ERR771046,PRJEB8682,0.944,WGS,RANDOM,Illumina MiSeq,259,marine metagenome,ERX714286,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,"Coastal water, near shore and in proximity to human settlement Akureyri, Eyjafjordur, Iceland",SAMEA3275485,ERS667494,SAMEA3275485,OSD167_2014-06-21_0.1m_NPL022,2015-03-03,2016-10-21,Plastic container 5 L,SAMEA3275485,Greenland Sea,OSD_Jacobs University Bremen and University of Akureyri,OSD_Jacobs University Bremen and University of Akureyri,2015-03-03T17:02:18Z,2016-10-21T09:45:55Z,public,65.7064,-18.1181,"Coastal water, near shore and in proximity to human settlement Akureyri, Eyjafjordur, Iceland",259,"Max Planck Institute for Marine Microbiology, Bremen",0.1,ENVO:00000039,ENVO:00002150,ENVO:00002010,water,2014-06-21T14:15:00+00,65.7064,-18.1181,Greenland Sea,2356,Micro B3,NPL022,1.1,259,OSD167_2014-06-21_0.1m_NPL022,OSD-Jun-2014,Coastline,"OSD167,Eyafjordur_6",11,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,2689087,944488978,549324305,2015-03-04 04:56:36,175.62,81.11,175.62,81.11,0.22,,0.22-NA,65.7064 -18.1181,2014,06,21,14:15:00,2014-06-21,surface water,,,
ERR771047,PRJEB8682,0.883,WGS,RANDOM,Illumina MiSeq,156,marine metagenome,ERX714288,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,"A water sample of 80 L was collected oofshore of the Town on Lemoiz (Armintza), site that has been estudied along the last 8 years by the Department of Microbiology of the University of the Basque Country, under the supervison of Juna Iriberri. Metagenome data will be uselful in the understanding of the functional data regarding the microbial community of the site accumulated periodically along the years.",SAMEA3275486,ERS667495,SAMEA3275486,OSD166_2014-06-21_0.5m_NPL022,2015-03-03,2016-10-21,5 L Bucket,SAMEA3275486,Mediterranean Sea - Western Basin,OSD_Plentzia Marine Station,OSD_Plentzia Marine Station,2015-03-03T17:02:18Z,2016-10-21T09:45:55Z,public,43.43287,2.90056,"A water sample of 80 L was collected oofshore of the Town on Lemoiz (Armintza), site that has been estudied along the last 8 years by the Department of Microbiology of the University of the Basque Country, under the supervison of Juna Iriberri. Metagenome data will be uselful in the understanding of the functional data regarding the microbial community of the site accumulated periodically along the years.",156,"Max Planck Institute for Marine Microbiology, Bremen",0.5,ENVO:01000023,ENVO:01000080,ENVO:00002223,water,2014-06-21T10:48:00+00,43.43255,2.89966,Mediterranean Sea - Western Basin,4279,Micro B3,NPL022,35.05,156,OSD166_2014-06-21_0.5m_NPL022,OSD-Jun-2014,"Commercial vessel , Crusoe Tresure underwater cellar","OSD166,Armintza",17.88,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,2520820,883043366,517906805,2015-03-04 04:56:36,175.15,77.82,175.15,77.82,0.22,,0.22-NA,43.43255 2.89966,2014,06,21,10:48:00,2014-06-21,surface water,,,
ERR771048,PRJEB8682,0.819,WGS,RANDOM,Illumina MiSeq,157,marine metagenome,ERX714291,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,This site is part of Marine Scotland Science's coastal ecosystem monitoring programme.,SAMEA3275487,ERS667496,SAMEA3275487,OSD165_2014-06-23_2m_NPL022,2015-03-03,2016-10-21,Bucket,SAMEA3275487,Inner Seas off the West Coast of Scotland,OSD_Marine Scotland Science,OSD_Marine Scotland Science,2015-03-03T17:02:18Z,2016-10-21T09:45:55Z,public,57.8498,-5.6495,This site is part of Marine Scotland Science's coastal ecosystem monitoring programme.,157,"Max Planck Institute for Marine Microbiology, Bremen",2,This is a filtered seawater sample,Sample comes from a sea loch with a North Atlantic influence,Sterivex filter,water,2014-06-23T09:00:00+00,57.8498,-5.6495,Inner Seas off the West Coast of Scotland,4283,Micro B3,NPL022,32.4453,157,OSD165_2014-06-23_2m_NPL022,OSD-Jun-2014,Boat,"OSD165,Loch Ewe",14.3,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,2495795,818677186,454989210,2015-03-04 04:56:36,164.01,73.23,164.01,73.23,0.22,,0.22-NA,57.8498 -5.6495,2014,06,23,09:00:00,2014-06-23,surface water,,,
ERR771049,PRJEB8682,0.742,WGS,RANDOM,Illumina MiSeq,155,marine metagenome,ERX714290,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,This site is part of Marine Scotland Science's coastal ecosystem monitoring programme,SAMEA3275488,ERS667497,SAMEA3275488,OSD163_2014-06-20_2m_NPL022,2015-03-03,2016-10-21,bucket,SAMEA3275488,North Sea,OSD_Marine Scotland Science,OSD_Marine Scotland Science,2015-03-03T17:02:18Z,2016-10-21T09:45:55Z,public,58.957,-2.9726,This site is part of Marine Scotland Science's coastal ecosystem monitoring programme,155,"Max Planck Institute for Marine Microbiology, Bremen",2,Seawater,Atlantic,seawater,water,2014-06-20T12:00:00+00,58.957,-2.9726,North Sea,2350,Micro B3,NPL022,34.445,155,OSD163_2014-06-20_2m_NPL022,OSD-Jun-2014,pier,"OSD163,Scapa",11.7,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,2211344,742381064,418579313,2015-03-04 04:56:36,167.86,80.15,167.86,80.15,0.22,,0.22-NA,58.957 -2.9726,2014,06,20,12:00:00,2014-06-20,surface water,,,
ERR771050,PRJEB8682,0.744,WGS,RANDOM,Illumina MiSeq,153,marine metagenome,ERX714289,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,The Stonehaven site is a part of Marine Scotland's coastal ecosystem monitoring programme.,SAMEA3275489,ERS667498,SAMEA3275489,OSD162_2014-06-23_1m_NPL022,2015-03-03,2016-10-21,A 10m Lund tube was used to collect water for the OSD samples.,SAMEA3275489,North Sea,OSD_Marine Scotland Science,OSD_Marine Scotland Science,2015-03-03T17:02:18Z,2016-10-21T09:45:55Z,public,56.9631,-2.1031,The Stonehaven site is a part of Marine Scotland's coastal ecosystem monitoring programme.,153,"Max Planck Institute for Marine Microbiology, Bremen",1,seawater,seawater,seawater,water,2014-06-23T11:00:00+00,56.9631,-2.1031,North Sea,2350,Micro B3,NPL022,34.3163,153,OSD162_2014-06-23_1m_NPL022,OSD-Jun-2014,The sampling site is 5km offshore and sampling is performed from a boat. Sampling for OSD was performed using a 10m Lund tube.,"OSD162,Stonehaven",12.2,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1998924,743819248,414938557,2015-03-04 04:56:36,186.05,81.54,186.05,81.54,0.22,,0.22-NA,56.9631 -2.1031,2014,06,23,11:00:00,2014-06-23,surface water,,,
ERR771051,PRJEB8682,0.603,WGS,RANDOM,Illumina MiSeq,90,marine metagenome,ERX714358,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,Prokaryotes and Eukaryotes,SAMEA3275490,ERS667499,SAMEA3275490,OSD159_2014-06-21_2m_NPL022,2015-03-03,2016-10-21,Niskin Bottle 8 Liters,SAMEA3275490,Celtic Sea,OSD_Centre Nationale Recherche Scientific,OSD_Centre Nationale Recherche Scientific,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,48.359,-4.552,Prokaryotes and Eukaryotes,90,"Max Planck Institute for Marine Microbiology, Bremen",2,in situ Sea Water,Iroise sea,polypropylene bottle,water,2014-06-21T11:00:00+00,48.359,-4.552,Celtic Sea,2351,Micro B3,NPL022,34.78,90,OSD159_2014-06-21_2m_NPL022,OSD-Jun-2014,Brest-Somlit Station.,"OSD159,Brest-SOMLIT",16,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,1676120,602523292,343318281,2015-03-04 04:56:36,179.74,80.43,179.74,80.43,0.22,,0.22-NA,48.359 -4.552,2014,06,21,11:00:00,2014-06-21,surface water,,,
ERR771052,PRJEB8682,1.435,WGS,RANDOM,Illumina MiSeq,88,marine metagenome,ERX714347,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,Microbial environmenta Characterization,SAMEA3275491,ERS667500,SAMEA3275491,OSD158_2014-06-21_0m_NPL022,2015-03-03,2016-10-21,Bucket,SAMEA3275491,North Atlantic Ocean,"OSD_Josephine Bay Paul Center for Comparative Molecular Biology and Evolution, Marine Biological Laboratory","OSD_Josephine Bay Paul Center for Comparative Molecular Biology and Evolution, Marine Biological Laboratory",2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,37.4328,-25.19,Microbial environmenta Characterization,88,"Max Planck Institute for Marine Microbiology, Bremen",0,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,2014-06-21T10:20:00+00,37.4328,-25.19,North Atlantic Ocean,1912,Micro B3,NPL022,35.7,88,OSD158_2014-06-21_0m_NPL022,OSD-Jun-2014,Zephirus (zodiac),"OSD158,Sao Miguel Azores II",19.2,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,2549378,1434638604,919993913,2015-03-04 04:56:36,281.37,46.38,281.37,46.38,0.22,,0.22-NA,37.4328 -25.19,2014,06,21,10:20:00,2014-06-21,surface water,,,
ERR771053,PRJEB8682,1.026,WGS,RANDOM,Illumina MiSeq,210,marine metagenome,ERX714225,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,Testing the hands OSD concept for future use with students and pupils (KOB III).Future reference and Supplementing time series at site 157 ELLEIm2,SAMEA3275493,ERS667502,SAMEA3275493,OSD157_2014-06-20_1m_NPL022,2015-03-03,2016-10-21,Niskin 1 bottle 20 l (80 m) and 2 x 10 l 1 m,SAMEA3275493,Skaggerak,OSD_Kind Of Blue Project (Private/Individual),OSD_Kind Of Blue Project (Private/Individual),2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,59.622,10.6282,Testing the hands OSD concept for future use with students and pupils (KOB III).Future reference and Supplementing time series at site 157 ELLEIm2,210,"Max Planck Institute for Marine Microbiology, Bremen",1,ENVO:00000447 marine biome,The site is in the outerpart of the Oslofjord,ENVO:00002010 seawater,water,2014-06-20T10:00:00+00,59.622,10.6282,Skaggerak,2379,Micro B3,NPL022,26.115,210,OSD157_2014-06-20_1m_NPL022,OSD-Jun-2014,Trygve Braarud http://www.marinetraffic.com/ais/details/ships/257059600/vessel:TRYGVE_BRAARUD,"OSD157,ELLEIm2",18,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,2429091,1025512660,622486480,2015-03-04 04:56:36,211.09,81.45,211.09,81.45,0.22,,0.22-NA,59.622 10.6282,2014,06,20,10:00:00,2014-06-20,surface water,,,
ERR771054,PRJEB8682,1.146,WGS,RANDOM,Illumina MiSeq,208,marine metagenome,ERX714228,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,Testing the hands OSD concept for future use with students \nand pupils (KOB IIBBTOXmicroplasticsMonitor).Future reference and Supplementing time series at site 156 Kavringen/innerharbour possibly status of pops and microplastics\n\nNote Due too unforeseen logistics Kavringen was selected instead of Hvaler coral site .,SAMEA3275494,ERS667503,SAMEA3275494,OSD156_2014-06-21_1m_NPL022,2015-03-03,2016-10-21,1 bucket a 5 L deployed x at 1 m,SAMEA3275494,Skaggerak,OSD_Kind Of Blue Project (Private/Individual),OSD_Kind Of Blue Project (Private/Individual),2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,59.89961,10.71999,Testing the hands OSD concept for future use with students \nand pupils (KOB IIBBTOXmicroplasticsMonitor).Future reference and Supplementing time series at site 156 Kavringen/innerharbour possibly status of pops and microplastics\n\nNote Due too unforeseen logistics Kavringen was selected instead of Hvaler coral site .,208,"Max Planck Institute for Marine Microbiology, Bremen",1,ENVO:00000447 marine biome,ENVO:00002042 Surface water,ENVO:00002010 seawater,water,2014-06-21T11:00:00+00,59.89961,10.71999,Skaggerak,2379,Micro B3,NPL022,30.054,208,OSD156_2014-06-21_1m_NPL022,OSD-Jun-2014,OSF,"OSD156,Hvaler Tisler Site",17.8,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,2259913,1145798378,712882225,2015-03-04 04:56:26,253.5,69.04,253.5,69.04,0.22,,0.22-NA,59.89961 10.71999,2014,06,21,11:00:00,2014-06-21,surface water,,,
ERR771055,PRJEB8682,0.849,WGS,RANDOM,Illumina MiSeq,201,marine metagenome,ERX714231,Illumina MiSeq paired end sequencing; Metagenome Shotgun Sequencing,,METAGENOMIC,PAIRED,ILLUMINA,"OSD-CONSORTIUM, European Nucleotide Archive, ",ERP009703,osd-2014,osd-2014,OSD-CONSORTIUM,,,,,,,,"Testing the hands OSD concept for future use with students and pupils (KOB IIBB).Future reference and Supplementing time series at site 155 , Oslofjord, Steilene",SAMEA3275497,ERS667506,SAMEA3275497,OSD155_2014-06-21_1m_NPL022,2015-03-03,2017-11-06,Water sample with 1 bucket a 5 L deployed 2x at 1 m (HCL washed),SAMEA3275497,Skaggerak,OSD_Kind Of Blue Project (Private/Individual),OSD_Kind Of Blue Project (Private/Individual),2015-03-03T17:02:18Z,2017-11-06T14:33:01Z,public,59.81618,10.59863,"Testing the hands OSD concept for future use with students and pupils (KOB IIBB).Future reference and Supplementing time series at site 155 , Oslofjord, Steilene",201,"Max Planck Institute for Marine Microbiology, Bremen",1,ENVO:00000447 marine biome,Sheltered location near shore and weather station,Particulate matter on a 0.22 Um pore size filter,water,2014-06-21T08:00:00+00,59.81618,10.59863,Skaggerak,2379,Micro B3,NPL022,30.054,201,OSD155_2014-06-21_1m_NPL022,OSD-Jun-2014,C4 Bombard,"OSD155,Steilene Oslofjord",18.7,Ocean Sampling Day (OSD) 2014: AUTHORITY-RAW amplicon and metagenome sequencing study from the June solstice in the year 2014,marine metagenome,"Sequencing of amplicon and metagenome samples from the main OSD event, representing joint effort of marine sampling stations around the world. The OSD campaign aims to analyze marine microbial community compositions and embedded functional traits on a single day, the solstice on 2014-06-21.",[],1,2195792,848997426,484086119,2015-03-04 04:56:36,193.32,81.47,193.32,81.47,0.22,,0.22-NA,59.81618 10.59863,2014,06,21,08:00:00,2014-06-21,surface water,,,
