run,bioproject,gbp,library_strategy,library_selection,model,sample_name,taxon_name,experiment_accession,experiment_title,library_name,library_source,library_layout,platform,submitter,study_accession,study_alias,study_centre_project_name,organisation,organisation_department,organisation_institution,organisation_street,organisation_city,organisation_country,organisation_contact_name,organisation_contact_email,sample_description,sample_alias,sample_accession,biosample,sample_title,collection_date,depth,geo_loc_name,lat_lon,alkalinity,chlorophyll,diss_inorg_carb,nitro,ph,phaeopigments,salinity,silicate,temp,env_broad_scale,env_local_scale,env_medium,phosphate,tot_part_carb,isolation_source,filter_size_um,biosamplemodel,study_title,design_description,study_abstract,study_links,number_of_runs_for_sample,spots,bases,run_size,published,read1_length_average,read1_length_stdev,read2_length_average,read2_length_stdev,diss_oxygen,pressure,local_time,pre_filter_size_um,env_biome,env_feature,env_material,altitude,diss_org_carb
SRR9178285,PRJNA352737,8.451,WGS,RANDOM,NextSeq 500,HSD00-20a-282-S2C004-0005-170504,marine plankton metagenome,SRX5950849,SCOPE metagenome (large size fraction) from HOT cruise 282 to station ALOHA. Sequenced on 20170504,HSD00-20a-282-S2C004-0005-170504,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-282-S2C004-0005,SRS4861614,SAMN11874666,SCOPE HOT time series metagenomic sample HSD00-20a-282-S2C004-0005,2016-03-09,5,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2314,0,1996,0,8.08,0,35,1,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,28169368,8450739201,3677510687,2019-06-07 15:50:36,149.92,7.3,150.08,5.81,,,"",,"","","",,
SRR9178286,PRJNA352737,7.66,WGS,RANDOM,NextSeq 500,HSD00-20a-282-S2C004-0045-170504,marine plankton metagenome,SRX5950848,SCOPE metagenome (large size fraction) from HOT cruise 282 to station ALOHA. Sequenced on 20170504,HSD00-20a-282-S2C004-0045-170504,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-282-S2C004-0045,SRS4861613,SAMN11874668,SCOPE HOT time series metagenomic sample HSD00-20a-282-S2C004-0045,2016-03-09,45,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,,,0,35,,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,25550754,7659962749,3351844662,2019-06-07 15:50:36,149.82,7.74,149.97,6.4,,,"",,"","","",,
SRR9178287,PRJNA352737,11.583,WGS,RANDOM,NextSeq 500,HSD00-20a-272-S2C008-0100-161221,marine plankton metagenome,SRX5950847,SCOPE metagenome (large size fraction) from HOT cruise 272 to station ALOHA. Sequenced on 20161221,HSD00-20a-272-S2C008-0100-161221,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-272-S2C008-0100,SRS4861612,SAMN11874562,SCOPE HOT time series metagenomic sample HSD00-20a-272-S2C008-0100,2015-05-24,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,0,,0,35,1,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,38565076,11582572409,5294557006,2019-06-07 15:50:36,150.12,6,150.21,4.96,,,"",,"","","",,
SRR9178290,PRJNA352737,8.361,WGS,RANDOM,NextSeq 500,HSD00-20a-280-S2C004-0025-170508,marine plankton metagenome,SRX5950844,SCOPE metagenome (large size fraction) from HOT cruise 280 to station ALOHA. Sequenced on 20170508,HSD00-20a-280-S2C004-0025-170508,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-280-S2C004-0025,SRS4861609,SAMN11874643,SCOPE HOT time series metagenomic sample HSD00-20a-280-S2C004-0025,2016-01-13,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2305,0,1983,,8.08,0,35,,25,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,27870387,8361375271,3520640408,2019-06-07 15:50:35,149.97,6.89,150.04,6.13,,,"",,"","","",,
SRR9178292,PRJNA352737,12.47,WGS,RANDOM,NextSeq 500,HSD00-20a-269-S2C004-0025-160909,marine plankton metagenome,SRX5950842,SCOPE metagenome (large size fraction) from HOT cruise 269 to station ALOHA. Sequenced on 20160909,HSD00-20a-269-S2C004-0025-160909,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-269-S2C004-0025,SRS4861607,SAMN11874526,SCOPE HOT time series metagenomic sample HSD00-20a-269-S2C004-0025,2015-02-25,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2327,0,2012,0,8.06,0,35,1,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,41774338,12470233639,6052368150,2019-06-07 15:50:35,148.79,12.99,149.73,8.02,,,"",,"","","",,
SRR9178294,PRJNA352737,2.839,WGS,RANDOM,NextSeq 500,HSD20-02a-278-S2C003-0005-170412,marine plankton metagenome,SRX5950840,SCOPE metagenome (small size fraction) from HOT cruise 278 to station ALOHA. Sequenced on 20170412,HSD20-02a-278-S2C003-0005-170412,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-278-S2C003-0005,SRS4861605,SAMN11874807,SCOPE HOT time series metagenomic sample HSD20-02a-278-S2C003-0005,2015-11-14,5,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2320,0,1994,0,8.08,0,35,1,26,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,3,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,9507339,2838581771,1283627237,2019-06-07 15:50:35,148.46,15.11,150.11,6.38,,,"",0.2,"","","",,
SRR9178295,PRJNA352737,3.302,WGS,RANDOM,NextSeq 500,HSD20-02a-283-S2C004-0025-170410,marine plankton metagenome,SRX5950839,SCOPE metagenome (small size fraction) from HOT cruise 283 to station ALOHA. Sequenced on 20170410,HSD20-02a-283-S2C004-0025-170410,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-283-S2C004-0025,SRS4861604,SAMN11874868,SCOPE HOT time series metagenomic sample HSD20-02a-283-S2C004-0025,2016-04-15,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2301,0,1987,,8.07,0,35,,24,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,10999800,3302182989,1447110576,2019-06-07 15:50:35,150.09,5.6,150.11,5.26,,,"",0.2,"","","",,
SRR9178297,PRJNA352737,3.055,WGS,RANDOM,NextSeq 500,HSD20-02a-274-S2C005-0005-170209,marine plankton metagenome,SRX5950837,SCOPE metagenome (small size fraction) from HOT cruise 274 to station ALOHA. Sequenced on 20170209,HSD20-02a-274-S2C005-0005-170209,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-274-S2C005-0005,SRS4861602,SAMN11874771,SCOPE HOT time series metagenomic sample HSD20-02a-274-S2C005-0005,2015-07-20,5,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2313,0,1996,0,8.08,0,35,1,27,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,10176466,3054910298,1284304950,2019-06-07 15:50:35,150.07,5.9,150.12,5.33,,,"",0.2,"","","",,
SRR9178300,PRJNA352737,4.273,WGS,RANDOM,NextSeq 500,HSD20-02a-271-S2C004-0005-161130,marine plankton metagenome,SRX5950834,SCOPE metagenome (small size fraction) from HOT cruise 271 to station ALOHA. Sequenced on 20161130,HSD20-02a-271-S2C004-0005-161130,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-271-S2C004-0005,SRS4861578,SAMN11874735,SCOPE HOT time series metagenomic sample HSD20-02a-271-S2C004-0005,2015-04-22,5,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2318,0,1997,0,8.07,0,35,1,25,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,3,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,14263708,4273028677,1858120679,2019-06-07 15:50:34,149.44,10.4,150.13,5.34,,,"",0.2,"","","",,
SRR9178301,PRJNA352737,3.653,WGS,RANDOM,NextSeq 500,HSD20-02a-278-S2C003-0045-170412,marine plankton metagenome,SRX5950833,SCOPE metagenome (small size fraction) from HOT cruise 278 to station ALOHA. Sequenced on 20170412,HSD20-02a-278-S2C003-0045-170412,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-278-S2C003-0045,SRS4861599,SAMN11874809,SCOPE HOT time series metagenomic sample HSD20-02a-278-S2C003-0045,2015-11-14,45,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,,,0,35,,26,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,,3,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,12169775,3653266088,1634048752,2019-06-07 15:50:34,149.96,7.38,150.23,4.67,,,"",0.2,"","","",,
SRR9178302,PRJNA352737,3.052,WGS,RANDOM,NextSeq 500,HSD20-02a-281-S2C007-0100-170217,marine plankton metagenome,SRX5950832,SCOPE metagenome (small size fraction) from HOT cruise 281 to station ALOHA. Sequenced on 20170217,HSD20-02a-281-S2C007-0100-170217,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-281-S2C007-0100,SRS4861598,SAMN11874847,SCOPE HOT time series metagenomic sample HSD20-02a-281-S2C007-0100,2016-02-10,100,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,0,,0,35,2,23,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,10160867,3051975261,1367843383,2019-06-07 15:50:34,150.19,4.97,150.17,4.98,,,"",0.2,"","","",,
SRR9178304,PRJNA352737,8.479,WGS,RANDOM,NextSeq 500,HSD20-02a-267-S2C010-0075-170212,marine plankton metagenome,SRX5950830,SCOPE metagenome (small size fraction) from HOT cruise 267 to station ALOHA. Sequenced on 20170212,HSD20-02a-267-S2C010-0075-170212,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-267-S2C010-0075,SRS4861596,SAMN11874693,SCOPE HOT time series metagenomic sample HSD20-02a-267-S2C010-0075,2014-11-22,75,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2326,0,2005,0,8.08,0,35,,26,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,28194751,8478672766,3792355993,2019-06-07 15:50:34,150.35,3.67,150.37,2.94,,,"",0.2,"","","",,
SRR9178305,PRJNA352737,3.768,WGS,RANDOM,NextSeq 500,HSD20-02a-280-S2C004-0045-170217,marine plankton metagenome,SRX5950829,SCOPE metagenome (small size fraction) from HOT cruise 280 to station ALOHA. Sequenced on 20170217,HSD20-02a-280-S2C004-0045-170217,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-280-S2C004-0045,SRS4861595,SAMN11874833,SCOPE HOT time series metagenomic sample HSD20-02a-280-S2C004-0045,2016-01-13,45,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2307,0,1984,,8.08,0,35,,25,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,12541351,3767600548,1689550289,2019-06-07 15:50:33,150.2,5.18,150.22,4.71,,,"",0.2,"","","",,
SRR9178307,PRJNA352737,3.696,WGS,RANDOM,NextSeq 500,HSD20-02a-280-S2C004-0005-170217,marine plankton metagenome,SRX5950827,SCOPE metagenome (small size fraction) from HOT cruise 280 to station ALOHA. Sequenced on 20170217,HSD20-02a-280-S2C004-0005-170217,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-280-S2C004-0005,SRS4861593,SAMN11874831,SCOPE HOT time series metagenomic sample HSD20-02a-280-S2C004-0005,2016-01-13,5,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,,0,,0,,0,35,1,25,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,2,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,12308151,3696384427,1665686006,2019-06-07 15:50:33,150.15,5.47,150.17,5.16,,,"",0.2,"","","",,
SRR9178311,PRJNA352737,3.232,WGS,RANDOM,NextSeq 500,HSD20-02a-277-S2C004-0025-170214,marine plankton metagenome,SRX5950823,SCOPE metagenome (small size fraction) from HOT cruise 277 to station ALOHA. Sequenced on 20170214,HSD20-02a-277-S2C004-0025-170214,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD20-02a-277-S2C004-0025,SRS4861590,SAMN11874796,SCOPE HOT time series metagenomic sample HSD20-02a-277-S2C004-0025,2015-10-14,25,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2326,0,1998,0,8.08,0,35,1,26,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,3,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.02,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,10742245,3232083603,1473709653,2019-06-07 15:50:32,150.43,3.19,150.45,2.41,,,"",0.2,"","","",,
SRR9178314,PRJNA352737,9.809,WGS,RANDOM,NextSeq 500,HSD00-20a-279-S2C004-0045-170501,marine plankton metagenome,SRX5950820,SCOPE metagenome (large size fraction) from HOT cruise 279 to station ALOHA. Sequenced on 20170501,HSD00-20a-279-S2C004-0045-170501,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-279-S2C004-0045,SRS4861587,SAMN11874632,SCOPE HOT time series metagenomic sample HSD00-20a-279-S2C004-0045,2015-12-09,45,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2305,0,1985,0,8.09,0,35,1,26,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,32702802,9808809047,4133602079,2019-06-07 15:50:32,149.83,8.02,150.11,5.59,,,"",,"","","",,
SRR9178316,PRJNA352737,7.191,WGS,RANDOM,NextSeq 500,HSD00-20a-267-S2C010-0045-161208,marine plankton metagenome,SRX5950818,SCOPE metagenome (large size fraction) from HOT cruise 267 to station ALOHA. Sequenced on 20161208,HSD00-20a-267-S2C010-0045-161208,METAGENOMIC,PAIRED,ILLUMINA,"SCOPE, SCOPE",SRP092796,PRJNA352737,marine plankton metagenome,SCOPE,DeLong Lab,SCOPE,1950 East West Road,Honolulu,United States of America,John Eppley,scopeuh@gmail.com,"",HSD00-20a-267-S2C010-0045,SRS4861585,SAMN11874503,SCOPE HOT time series metagenomic sample HSD00-20a-267-S2C010-0045,2014-11-22,45,"Pacific Ocean: North Pacific Gyre, Station ALOHA",22.75 N 158 W,2326,0,1996,0,8.09,0,35,1,26,ENVO:00000447,ENVO:00000209|ENVO:00000569,ENVO:00002151,0,3,ocean water sample from Hawaii Ocean Time-series (HOT) cruises,0.2,MIGS/MIMS/MIMARKS.water,HOT ALOHA metagenomic time and depth series,TruSeq LT,"A time-resolved deep metagenomic survey of bacterioplankton from the ocean's surface to a depth of 1,000 m in the North Pacific Subtropical Gyre at Station ALOHA, collected from Hawaii Ocean Time-series (HOT) cruises from August 2010 through November 2017.","[{""db"": ""pubmed"", ""id"": ""28808230""}]",1,23985674,7190510495,3328838665,2019-06-07 15:50:31,149.85,7.66,149.93,6.92,,,"",,"","","",,
