sample	latitude	longitude	project	depth	temperature_degC	year	model	layer	season	sub_region_seavox	region_seavox	provdescr_longhurst	environment	env_biome	env_feature	env_material
TARA_SAMEA2621779_5_2011_03_12	-34.0614	-73.1066	TARA	5.0	18.014508	2011.0	Illumina HiSeq 2000	surface water	Winter	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Coastal - Chile-Peru Current Coastal Province	Coastal	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2621812_35_2011_03_12	-33.9116	-73.0537	TARA	35.0	16.40115	2011.0	Illumina HiSeq 2000	deep chlorophyll maximum	Winter	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Coastal - Chile-Peru Current Coastal Province	Coastal	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2621839_5_2011_03_18	-32.7971	-87.0693	TARA	5.0	21.131962	2011.0	Illumina HiSeq 2000	surface water	Winter	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2621859_5_2011_03_24	-29.7238	-101.1604	TARA	5.0	23.799133	2011.0	Illumina HiSeq 2000	surface water	Spring	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2621990_5_2011_04_03	-25.8051	-111.7202	TARA	5.0	25.14875	2011.0	Illumina HiSeq 2000	surface water	Spring	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2622074_5_2011_04_09	-21.146	-104.787	TARA	5.0	23.788833	2011.0	Illumina HiSeq 2000	surface water	Spring	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2622097_5_2011_04_15	-13.0023	-95.9759	TARA	5.0	25.2512	2011.0	Illumina HiSeq 2000	surface water	Spring	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2622119_50_2011_04_15	-12.9723	-96.0122	TARA	50.0	20.649431	2011.0	Illumina HiSeq 2000	deep chlorophyll maximum	Spring	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2622173_5_2011_04_21	-5.2529	-85.1545	TARA	5.0	24.943108	2011.0	Illumina HiSeq 2000	surface water	Spring	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Coastal - Chile-Peru Current Coastal Province	Coastal	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2622219_40_2011_04_22	-5.2669	-85.2732	TARA	40.0	19.566255	2011.0	Illumina HiSeq 2000	deep chlorophyll maximum	Spring	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Coastal - Chile-Peru Current Coastal Province	Coastal	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2622316_5_2011_05_12	1.9928	-84.5766	TARA	5.0	27.617558	2011.0	Illumina HiSeq 2000	surface water	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Equatorial Countercurrent Province	Trades	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2622336_30_2011_05_12	2.0299	-84.5546	TARA	30.0	26.532035	2011.0	Illumina HiSeq 2000	deep chlorophyll maximum	Spring	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Equatorial Countercurrent Province	Trades	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2622376_5_2011_05_21	-2.0133	-84.589	TARA	5.0	23.8683	2011.0	Illumina HiSeq 2000	surface water	Spring	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Coastal - Chile-Peru Current Coastal Province	Coastal	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2622402_50_2011_05_21	-1.9002	-84.6265	TARA	50.0	21.814577	2011.0	Illumina HiSeq 2000	deep chlorophyll maximum	Spring	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Coastal - Chile-Peru Current Coastal Province	Coastal	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2622452_5_2011_05_31	-16.9601	-100.6335	TARA	5.0	22.76873	2011.0	Illumina HiSeq 2000	surface water	Spring	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2622478_90_2011_05_31	-16.9587	-100.6751	TARA	90.0	19.881449	2011.0	Illumina HiSeq 2000	deep chlorophyll maximum	Spring	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2622518_5_2011_06_14	-23.2811	-129.3947	TARA	5.0	24.237467	2011.0	Illumina HiSeq 2000	surface water	Spring	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2622652_5_2011_07_26	-8.9971	-139.1963	TARA	5.0	26.54413	2011.0	Illumina HiSeq 2000	surface water	Summer	SOUTHEAST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2622710_5_2011_07_31	-8.9068	-140.283	TARA	5.0	26.576175	2011.0	Illumina HiSeq 2000	surface water	Summer	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2622759_5_2011_08_04	-9.1504	-140.5216	TARA	5.0	26.518986	2011.0	Illumina HiSeq 2000	surface water	Summer	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2622817_5_2011_08_08	-8.9111	-142.5571	TARA	5.0	26.780158	2011.0	Illumina HiSeq 2000	surface water	Summer	SOUTHWEST PACIFIC OCEAN (140W)	PACIFIC OCEAN	Westerlies - S. Pacific Subtropical Gyre Province	Westerlies	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2622901_5_2011_09_04	0.0003	-153.6759	TARA	5.0	26.074467	2011.0	Illumina HiSeq 2000	surface water	Summer	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - Pacific Equatorial Divergence Province	Trades	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2622923_40_2011_09_05	0.0222	-153.6858	TARA	40.0	26.080233	2011.0	Illumina HiSeq 2000	deep chlorophyll maximum	Summer	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - Pacific Equatorial Divergence Province	Trades	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2623059_5_2011_10_04	31.5213	-158.9958	TARA	5.0	25.173925	2011.0	Illumina HiSeq 2000	surface water	Fall	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2623116_5_2011_10_18	35.3671	-127.7422	TARA	5.0	19.249733	2011.0	Illumina HiSeq 2000	surface water	Fall	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Coastal - California Upwelling Coastal Province	Coastal	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2623135_45_2011_10_19	35.4002	-127.7499	TARA	45.0	13.159842	2011.0	Illumina HiSeq 2000	deep chlorophyll maximum	Fall	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Coastal - California Upwelling Coastal Province	Coastal	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2623275_5_2011_12_02	14.2035	-116.6261	TARA	5.0	26.4091	2011.0	Illumina HiSeq 2000	surface water	Fall	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Tropical Gyre Province	Trades	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2623350_5_2011_12_10	6.3332	-102.9432	TARA	5.0	26.6362	2011.0	Illumina HiSeq 2000	surface water	Fall	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Equatorial Countercurrent Province	Trades	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2623370_60_2011_12_11	6.3378	-102.9538	TARA	60.0	19.048358	2011.0	Illumina HiSeq 2000	deep chlorophyll maximum	Fall	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Trades - N. Pacific Equatorial Countercurrent Province	Trades	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2623426_5_2011_12_21	7.4122	-79.3017	TARA	5.0	26.62925	2011.0	Illumina HiSeq 2000	surface water	Fall	NORTHEAST PACIFIC OCEAN (180W)	PACIFIC OCEAN	Coastal - Central American Coastal Province	Coastal	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2623446_5_2011_12_30	9.8481	-80.0454	TARA	5.0	27.119358	2011.0	Illumina HiSeq 2000	surface water	Winter	CARIBBEAN SEA	ATLANTIC OCEAN	Coastal - Guianas Coastal Province	Coastal	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2623463_5_2012_01_09	25.5264	-88.394	TARA	5.0	24.96555	2012.0	Illumina HiSeq 2000	surface water	Winter	GULF OF MEXICO	ATLANTIC OCEAN	Trades - Caribbean Province	Trades	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2623627_5_2012_02_02	39.2305	-70.0377	TARA	5.0	14.11885	2012.0	Illumina HiSeq 2000	surface water	Winter	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - Gulf Stream Province	Westerlies	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2623673_5_2012_02_15	34.6712	-71.3093	TARA	5.0	19.1288	2012.0	Illumina HiSeq 2000	surface water	Winter	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2623734_5_2012_02_24	31.6948	-64.2489	TARA	5.0	20.3973	2012.0	Illumina HiSeq 2000	surface water	Winter	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2623774_5_2012_03_01	34.1132	-49.9181	TARA	5.0	18.732683	2012.0	Illumina HiSeq 2000	surface water	Winter	NORTHWEST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2623808_5_2012_03_05	35.9346	-37.3032	TARA	5.0	17.583075	2012.0	Illumina HiSeq 2000	surface water	Winter	NORTHEAST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2623826_40_2012_03_05	35.8427	-37.1526	TARA	40.0	17.663574	2012.0	Illumina HiSeq 2000	deep chlorophyll maximum	Winter	NORTHEAST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	Westerlies	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2623850_5_2012_03_09	36.1715	-29.023	TARA	5.0	17.260108	2012.0	Illumina HiSeq 2000	surface water	Winter	NORTHEAST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)	Westerlies	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2623868_80_2012_03_09	36.1811	-28.9373	TARA	80.0	16.751066	2012.0	Illumina HiSeq 2000	deep chlorophyll maximum	Winter	NORTHEAST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)	Westerlies	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
TARA_SAMEA2623886_5_2012_03_19	43.6792	-16.8344	TARA	5.0	14.28065	2012.0	Illumina HiSeq 2000	surface water	Winter	NORTHEAST ATLANTIC OCEAN (40W)	ATLANTIC OCEAN	Westerlies - N. Atlantic Drift Province (WWDR)	Westerlies	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)
